Unnamed: 0,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Total Guest,HasChildren,HasBabies,Total Stay Duration,Revenue,TotalPreviousBookings,CancellationRate,BookingChangeRate
10959,1,40,2017,April,15,13,0,3,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,193.0,0,1,Canceled,2017-03-09,4,1,0,3,579.0,0,0.0,0.0
10961,1,246,2017,April,15,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,101.7,0,1,Canceled,2017-03-29,2,0,0,3,305.1,0,0.0,0.0
10962,1,80,2017,April,15,13,0,3,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,102.34,0,1,Canceled,2017-01-24,3,1,0,3,307.02,0,0.0,0.0
10964,1,32,2017,April,15,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,120.0,0,1,Canceled,2017-04-01,2,0,0,3,360.0,0,0.0,0.0
10965,1,35,2017,April,15,13,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,167.0,0,3,Canceled,2017-03-22,2,0,0,3,501.0,0,0.0,0.0
10966,1,180,2017,April,15,13,0,3,3,1,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,160.0,0,1,Canceled,2017-03-05,4,1,0,3,480.0,0,0.0,0.0
10967,1,43,2017,April,15,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.0,0,2,Canceled,2017-03-30,2,0,0,3,315.0,0,0.0,0.0
10968,1,261,2017,April,15,13,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.25,0,0,Canceled,2016-07-26,2,0,0,3,222.75,0,0.0,0.0
10969,1,62,2017,April,15,13,1,3,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,116.75,0,0,Canceled,2017-03-09,4,1,0,4,467.0,0,0.0,0.0
10970,1,35,2017,April,15,13,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,162.0,0,0,Canceled,2017-03-09,2,0,0,4,648.0,0,0.0,0.0
10971,1,90,2017,April,15,13,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,108.75,0,2,Canceled,2017-01-20,2,0,0,4,435.0,0,0.0,0.0
10972,1,43,2017,April,15,13,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,115.0,0,0,Canceled,2017-03-01,2,0,0,4,460.0,0,0.0,0.0
10973,1,230,2017,April,15,13,1,3,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient-Party,111.83,0,2,Canceled,2017-03-03,3,1,0,4,447.32,0,0.0,0.0043290043290043
10974,1,167,2017,April,15,13,2,3,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.5,0,3,Canceled,2016-11-14,1,0,0,5,472.5,0,0.0,0.0
10975,1,230,2017,April,15,13,1,3,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient-Party,195.25,0,2,Canceled,2017-03-03,3,1,0,4,781.0,0,0.0,0.0043290043290043
10976,1,76,2017,April,15,13,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.75,0,1,Canceled,2017-02-20,2,0,0,4,315.0,0,0.0,0.0
10977,1,167,2017,April,15,13,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.5,0,3,Canceled,2016-11-14,2,0,0,5,472.5,0,0.0,0.0
10978,1,86,2017,April,15,13,2,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,93.94,0,0,Canceled,2017-04-11,2,0,0,5,469.7,0,0.0,0.0
10979,1,72,2017,April,15,13,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.5,0,1,Canceled,2017-01-31,2,0,0,6,435.0,0,0.0,0.0
10980,1,159,2017,April,15,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,2,Canceled,2016-12-18,2,0,0,7,420.0,0,0.0,0.0
10981,1,227,2017,April,15,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.04,0,2,Canceled,2016-09-01,2,0,0,7,455.28,0,0.0,0.0
10982,1,224,2017,April,15,13,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.04,0,2,Canceled,2016-09-05,2,0,0,7,455.28,0,0.0,0.0
10983,1,162,2017,April,15,13,2,7,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,5,No Deposit,0,Transient,130.0,0,0,Canceled,2017-03-13,4,1,0,9,1170.0,0,0.0,0.0306748466257668
10984,1,161,2017,April,15,13,2,7,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,67.5,0,1,Canceled,2017-03-12,2,0,0,9,607.5,0,0.0,0.0
10985,1,162,2017,April,15,13,2,7,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,5,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2016-11-07,2,0,0,9,810.0,0,0.0,0.0306748466257668
10986,1,162,2017,April,15,13,2,7,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,5,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2016-11-03,2,0,0,9,810.0,0,0.0,0.0306748466257668
10987,1,161,2017,April,15,13,2,7,2,2,0,BB,NOR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,130.0,0,1,Canceled,2017-03-13,4,1,0,9,1170.0,0,0.0,0.0
10988,1,162,2017,April,15,13,2,7,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,6,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2016-11-03,2,0,0,9,810.0,0,0.0,0.0368098159509202
10989,1,58,2017,April,15,14,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,80.0,0,0,Canceled,2017-02-15,2,0,0,1,80.0,0,0.0,0.0
10990,1,71,2017,April,15,14,0,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,2,Canceled,2017-03-06,2,0,0,1,117.0,0,0.0,0.0
10992,1,43,2017,April,15,14,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,105.0,0,1,Canceled,2017-03-13,2,0,0,2,210.0,0,0.0,0.0
10995,1,80,2017,April,15,14,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,0,Canceled,2017-01-24,2,0,0,3,230.01,0,0.0,0.0
10996,1,186,2017,April,15,14,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,76.67,0,1,Canceled,2017-01-05,2,0,0,3,230.01,0,0.0,0.0
10997,1,14,2017,April,15,14,1,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,243.0,0,0,Canceled,2017-04-06,4,1,0,3,729.0,0,0.0,0.0
10998,1,172,2017,April,15,14,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,1,Canceled,2017-01-25,2,0,0,3,230.01,0,0.0,0.0
10999,1,98,2017,April,15,14,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,106.67,0,0,Canceled,2017-01-07,2,0,0,3,320.01,0,0.0,0.0
11000,1,72,2017,April,15,14,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,0,Canceled,2017-03-07,2,0,0,3,230.01,0,0.0,0.0
11001,1,60,2017,April,15,14,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,91.67,0,1,Canceled,2017-02-28,2,0,0,3,275.01,0,0.0,0.0
11002,1,55,2017,April,15,14,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.33,0,0,Canceled,2017-02-20,2,0,0,3,294.99,0,0.0,0.0
11003,1,79,2017,April,15,14,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,0,Canceled,2017-01-27,2,0,0,3,230.01,0,0.0,0.0
11004,1,72,2017,April,15,14,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,0,Canceled,2017-02-05,2,0,0,3,230.01,0,0.0,0.0
11005,1,70,2017,April,15,14,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,91.67,0,1,Canceled,2017-02-04,2,0,0,3,275.01,0,0.0,0.0
11006,1,208,2017,April,15,14,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.8,0,2,Canceled,2017-03-07,2,0,0,3,284.4,0,0.0,0.0
11007,1,87,2017,April,15,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.67,0,1,Canceled,2017-04-04,2,0,0,3,230.01,0,0.0,0.0
11008,1,229,2017,April,15,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,70.25,0,1,Canceled,2016-10-05,2,0,0,3,210.75,0,0.0,0.008695652173913
11009,1,75,2017,April,15,14,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,87.5,0,0,Canceled,2017-02-04,2,0,0,4,350.0,0,0.0,0.0
11010,1,272,2017,April,15,14,2,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,91.35,0,0,Canceled,2016-07-25,2,0,0,4,365.4,0,0.0,0.0
11011,1,111,2017,April,15,14,2,3,2,2,0,BB,MDV,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,140.0,0,0,Canceled,2017-02-21,4,1,0,5,700.0,0,0.0,0.0
11012,1,102,2017,April,15,14,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,100.0,0,2,Canceled,2017-04-01,2,0,0,5,500.0,0,0.0,0.0194174757281553
11013,1,69,2017,April,15,14,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,70.0,0,2,Canceled,2017-02-15,2,0,0,5,350.0,0,0.0,0.0
11014,1,111,2017,April,15,14,2,3,1,0,0,BB,MDV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,61.0,0,1,Canceled,2017-02-21,1,0,0,5,305.0,0,0.0,0.0
11015,1,46,2017,April,15,14,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.0,0,0,Canceled,2017-02-28,2,0,0,5,465.0,0,0.0,0.0
11016,1,173,2017,April,15,14,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.5,0,3,Canceled,2016-11-24,2,0,0,6,567.0,0,0.0,0.0
11017,1,173,2017,April,15,14,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,88.5,0,3,Canceled,2016-11-24,2,0,0,6,531.0,0,0.0,0.0
11018,1,161,2017,April,15,14,2,5,3,1,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,135.0,0,0,Canceled,2017-03-11,4,1,0,7,945.0,0,0.0,0.0
11019,1,105,2017,April,15,14,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,97.14,0,0,Canceled,2017-03-03,2,0,0,7,679.98,0,0.0,0.0
11020,1,267,2017,April,15,14,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.79,0,0,Canceled,2016-07-21,2,0,0,7,418.53,0,0.0,0.0
11021,1,267,2017,April,15,14,2,5,2,1,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,68.81,0,1,Canceled,2017-03-24,3,1,0,7,481.67,0,0.0,0.0
11022,1,249,2017,April,15,14,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.79,0,0,Canceled,2016-08-09,2,0,0,7,418.53,0,0.0,0.0
11026,1,119,2017,April,15,14,2,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,80.56,0,1,Canceled,2017-02-05,2,0,0,9,725.04,0,0.0,0.0
11027,1,3,2017,April,15,15,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,131.0,0,0,Canceled,2017-04-13,2,0,0,1,131.0,0,0.0,0.0
11028,1,19,2017,April,15,15,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.0,0,1,Canceled,2017-03-27,2,0,0,1,120.0,0,0.0,0.0
11029,1,102,2017,April,15,15,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,102.5,0,0,Canceled,2017-03-23,2,0,0,2,205.0,0,0.0,0.0
11030,1,102,2017,April,15,15,1,1,1,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.5,0,0,Canceled,2017-03-23,2,1,0,2,159.0,0,0.0,0.0
11031,1,98,2017,April,15,15,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.5,0,2,Canceled,2017-03-12,2,0,0,2,145.0,0,0.0,0.0
11032,1,29,2017,April,15,15,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.67,0,1,Canceled,2017-03-17,1,0,0,3,266.01,0,0.0,0.0
11033,1,73,2017,April,15,15,2,1,1,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.33,0,0,Canceled,2017-02-01,2,1,0,3,204.99,0,0.0,0.0
11034,1,73,2017,April,15,15,2,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,82.49,0,0,Canceled,2017-02-01,3,1,0,3,247.47,0,0.0,0.0
11036,1,10,2017,April,15,15,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.0,0,0,No-Show,2017-04-15,2,0,0,4,252.0,0,0.0,0.0
11037,1,102,2017,April,15,15,2,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,135.0,0,1,Canceled,2017-03-03,4,1,0,5,675.0,0,0.0,0.0
11038,1,210,2017,April,15,15,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,85.14,0,0,Canceled,2016-10-01,2,0,0,5,425.7,0,0.0,0.0
11039,1,98,2017,April,15,15,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.36,0,1,Canceled,2017-04-04,2,0,0,7,527.52,0,0.0,0.0
11040,1,86,2017,April,15,15,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,203.21,0,0,Canceled,2017-01-20,3,1,0,7,1422.47,0,0.0,0.0
11041,1,239,2017,April,15,15,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,56.89,0,1,Canceled,2016-10-03,2,0,0,7,398.23,0,0.0,0.0
11042,1,93,2017,April,15,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,78.57,0,0,Canceled,2017-01-28,2,0,0,7,549.99,0,0.0,0.0
11044,1,125,2017,April,15,15,2,5,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,123.57,0,1,Canceled,2016-12-16,2,0,0,7,864.99,0,0.0,0.0
11045,1,24,2017,April,16,16,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.0,0,0,Canceled,2017-03-23,2,0,0,1,85.0,0,0.0,0.0
11046,1,184,2017,April,16,16,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,1,Canceled,2016-10-26,2,0,0,1,54.0,0,0.0,0.0
11047,1,4,2017,April,16,16,2,0,3,1,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,181.0,0,0,Canceled,2017-04-13,4,1,0,2,362.0,0,0.0,0.0
11048,1,94,2017,April,16,16,2,2,4,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,Refundable,0,Transient,108.36,0,0,Canceled,2017-04-12,4,0,0,4,433.44,0,0.0,0.0105263157894736
11049,1,72,2017,April,16,16,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,1,Canceled,2017-04-02,2,0,0,5,375.0,0,0.0,0.0
11050,1,116,2017,April,16,16,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,75.0,0,1,Canceled,2017-04-02,2,0,0,5,375.0,0,0.0,0.0085470085470085
11051,1,179,2017,April,16,16,2,4,3,1,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,0,Transient,183.0,0,2,Canceled,2017-04-02,4,1,0,6,1098.0,0,0.0,0.0055555555555555
11052,1,158,2017,April,16,16,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,70.8,0,1,Canceled,2017-03-17,2,0,0,6,424.8,0,0.0,0.0
11053,1,179,2017,April,16,16,2,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,96.3,0,2,Canceled,2017-04-02,2,0,0,6,577.8,0,0.0,0.0055555555555555
11054,1,132,2017,April,16,16,2,4,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,83.84,0,1,Canceled,2017-04-15,3,0,0,6,503.04,0,0.0,0.0
11055,1,154,2017,April,16,16,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,1,Canceled,2016-11-27,2,0,0,7,420.0,0,0.0,0.0
11056,1,131,2017,April,16,16,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient-Party,80.0,0,0,Canceled,2017-02-16,2,0,0,7,560.0,0,0.0,0.0075757575757575
11057,1,210,2017,April,16,16,2,5,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,84.21,0,2,Canceled,2017-04-15,2,0,0,7,589.4699999999999,0,0.0,0.0094786729857819
11058,1,95,2017,April,16,16,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.4,0,0,Canceled,2017-01-24,2,0,0,7,478.80000000000007,0,0.0,0.0
11059,1,221,2017,April,16,16,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,2,Canceled,2017-03-08,2,0,0,7,420.0,0,0.0,0.0
11060,1,131,2017,April,16,16,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,0,Canceled,2017-02-28,2,0,0,7,560.0,0,0.0,0.0
11061,1,87,2017,April,16,16,2,5,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,150.0,0,1,Canceled,2017-03-26,3,1,0,7,1050.0,0,0.0,0.0227272727272727
11064,1,104,2017,April,16,16,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,1,Canceled,2017-01-27,2,0,0,7,525.0,0,0.0,0.0
11065,1,87,2017,April,16,16,2,5,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,178.0,0,0,Canceled,2017-01-21,4,1,0,7,1246.0,0,0.0,0.0
11068,1,184,2017,April,16,16,1,0,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,117.0,0,1,Canceled,2016-10-25,3,0,0,1,117.0,0,0.0,0.0
11069,1,144,2017,April,16,16,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,0,Canceled,2017-02-27,2,0,0,1,54.0,0,0.0,0.0
11070,1,133,2017,April,16,16,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,0,Canceled,2017-02-03,2,0,0,1,60.0,0,0.0,0.0
11071,1,184,2017,April,16,16,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,1,Canceled,2016-10-25,2,0,0,1,54.0,0,0.0,0.0
11072,1,65,2017,April,16,17,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,90.0,0,1,Canceled,2017-02-15,2,0,0,1,90.0,0,0.0,0.0
11073,1,92,2017,April,16,17,1,0,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,51.0,0,0,Canceled,2017-02-25,1,0,0,1,51.0,0,0.0,0.0
11074,1,68,2017,April,16,17,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,0,Canceled,2017-02-09,2,0,0,1,75.0,0,0.0,0.0
11075,1,92,2017,April,16,17,1,0,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60.0,0,0,Canceled,2017-02-25,2,0,0,1,60.0,0,0.0,0.0
11077,1,39,2017,April,16,17,1,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,0,Canceled,2017-03-27,2,0,0,2,234.0,0,0.0,0.0
11078,1,126,2017,April,16,17,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,54.0,0,1,Canceled,2017-04-06,2,0,0,2,108.0,0,0.0,0.0
11082,1,168,2017,April,16,17,1,3,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.0,0,2,Canceled,2016-11-27,2,0,0,4,324.0,0,0.0,0.0
11083,1,95,2017,April,16,17,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,0,Canceled,2017-04-03,2,0,0,4,300.0,0,0.0,0.0
11084,1,85,2017,April,16,17,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,0,Canceled,2017-01-22,2,0,0,4,300.0,0,0.0,0.0
11085,1,80,2017,April,16,17,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,0,Canceled,2017-01-28,2,0,0,4,300.0,0,0.0,0.0
11086,1,95,2017,April,16,17,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,105.0,0,1,Canceled,2017-02-01,2,0,0,5,525.0,0,0.0,0.0
11087,1,64,2017,April,16,17,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,0,Canceled,2017-03-12,2,0,0,6,450.0,0,0.0,0.0
11088,1,228,2017,April,16,17,1,5,2,1,0,HB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,178.0,0,2,Canceled,2017-01-08,3,1,0,6,1068.0,0,0.0,0.0
11089,1,228,2017,April,16,17,1,5,2,1,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,109.8,0,2,Canceled,2017-01-08,3,1,0,6,658.8,0,0.0,0.0
11090,1,287,2017,April,16,17,3,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,72.0,0,0,Canceled,2016-07-04,2,0,0,9,648.0,0,0.0,0.0034722222222222
11091,1,38,2017,April,16,18,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,100.0,0,2,Canceled,2017-03-14,2,0,0,3,300.0,0,0.0,0.0
11092,1,206,2017,April,16,18,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54.0,0,1,Canceled,2017-03-14,2,0,0,4,216.0,0,0.0,0.0
11093,1,72,2017,April,16,18,0,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,107.0,0,1,Canceled,2017-03-05,2,0,0,4,428.0,0,0.0,0.0
11094,1,24,2017,April,16,18,0,5,3,1,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,223.0,0,0,Canceled,2017-04-06,4,1,0,5,1115.0,0,0.0,0.0
11095,1,76,2017,April,16,18,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.0,0,1,Canceled,2017-03-04,2,0,0,4,300.0,0,0.0,0.0
11096,1,88,2017,April,16,18,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,72.0,0,1,Canceled,2017-03-31,2,0,0,7,504.0,0,0.0,0.0
11098,1,93,2017,April,16,18,2,5,2,0,0,HB,DNK,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,131.29,0,1,Canceled,2017-04-11,2,0,0,7,919.03,0,0.0,0.0
11101,1,100,2017,April,16,18,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,94.29,0,0,Canceled,2017-01-09,2,0,0,7,660.0300000000001,0,0.0,0.0
11102,1,9,2017,April,16,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,45.0,0,0,Canceled,2017-04-19,1,0,0,1,45.0,0,0.0,0.0
